,BLNG
1648,3.819999933242798
1649,3.9679999351501465
1650,4.007999897003174
1651,4.067999839782715
1652,4.01200008392334
1653,4.007999897003174
1654,3.992000102996826
1655,4.0
1656,3.997999906539917
1657,3.990000009536743
1658,4.0320000648498535
1659,3.990000009536743
1660,3.98799991607666
1661,3.997999906539917
1662,3.992000102996826
1663,4.0
1664,3.992000102996826
1665,4.0
1666,3.997999906539917
1667,3.990000009536743
1668,4.001999855041504
1669,3.997999906539917
1670,4.00600004196167
1671,3.996000051498413
1672,4.007999897003174
1673,4.010000228881836
1674,4.004000186920166
1675,4.0
1676,3.9600000381469727
1677,3.9700000286102295
1678,4.0
1679,3.997999906539917
1680,4.0320000648498535
1681,4.026000022888184
1682,4.03000020980835
1683,4.056000232696533
1684,4.001999855041504
1685,4.0
1686,4.0320000648498535
1687,4.02400016784668
1688,4.0
1689,4.0
1690,4.019999980926514
1691,4.0320000648498535
1692,4.199999809265137
1693,4.079999923706055
1694,4.021999835968018
1695,4.081999778747559
1696,4.050000190734863
1697,4.136000156402588
1698,4.064000129699707
1699,4.107999801635742
1700,4.053999900817871
1701,4.015999794006348
1702,4.076000213623047
1703,4.064000129699707
1704,4.107999801635742
1705,4.035999774932861
1706,4.00600004196167
1707,4.010000228881836
1708,4.041999816894531
1709,4.007999897003174
1710,4.007999897003174
1711,4.015999794006348
1712,4.0
1713,4.113999843597412
1714,4.01200008392334
1715,4.013999938964844
1716,4.070000171661377
1717,4.044000148773193
1718,4.02400016784668
1719,4.230000019073486
1720,5.24399995803833
1721,4.567999839782715
1722,4.492000102996826
1723,4.478000164031982
1724,4.447999954223633
1725,4.466000080108643
1726,4.618000030517578
1727,4.573999881744385
1728,4.590000152587891
1729,4.559999942779541
1730,4.757999897003174
1731,4.699999809265137
1732,4.533999919891357
1733,4.5
1734,4.559999942779541
1735,4.460000038146973
1736,4.480000019073486
1737,4.46999979019165
1738,4.461999893188477
1739,4.440000057220459
1740,4.478000164031982
1741,4.4720001220703125
1742,4.460000038146973
1743,4.372000217437744
1744,4.388000011444092
1745,4.383999824523926
1746,4.315999984741211
1747,4.269999980926514
1748,4.400000095367432
1749,4.400000095367432
1750,4.409999847412109
1751,4.375999927520752
1752,4.380000114440918
1753,4.4039998054504395
1754,4.3480000495910645
1755,4.388000011444092
1756,4.3420000076293945
1757,4.202000141143799
1758,4.1539998054504395
1759,4.067999839782715
1760,4.159999847412109
1761,4.118000030517578
1762,4.144000053405762
1763,4.2179999351501465
1764,4.26800012588501
1765,4.320000171661377
1766,4.239999771118164
1767,4.236000061035156
1768,4.130000114440918
1769,4.138000011444092
1770,4.168000221252441
1771,4.110000133514404
1772,4.133999824523926
1773,4.197999954223633
1774,4.165999889373779
1775,4.21999979019165
1776,4.202000141143799
1777,4.289999961853027
1778,4.354000091552734
1779,4.26800012588501
1780,4.179999828338623
1781,4.190000057220459
1782,4.177999973297119
1783,4.065999984741211
1784,4.136000156402588
1785,4.105999946594238
1786,4.105999946594238
1787,4.105999946594238
1788,4.283999919891357
1789,4.26200008392334
1790,4.199999809265137
1791,4.25600004196167
1792,4.26800012588501
1793,4.28000020980835
1794,4.214000225067139
1795,4.289999961853027
1796,4.190000057220459
1797,4.165999889373779
1798,4.203999996185303
1799,4.294000148773193
1800,4.360000133514404
1801,4.363999843597412
1802,4.3979997634887695
1803,4.395999908447266
1804,4.406000137329102
1805,4.423999786376953
1806,4.550000190734863
1807,4.823999881744385
1808,4.820000171661377
1809,4.783999919891357
1810,4.76200008392334
1811,4.763999938964844
1812,4.811999797821045
1813,4.757999897003174
1814,4.949999809265137
1815,5.104000091552734
1816,5.0
1817,5.24399995803833
1818,5.124000072479248
1819,5.093999862670898
1820,5.02400016784668
1821,5.03000020980835
1822,4.960000038146973
1823,5.044000148773193
1824,5.230000019073486
1825,5.199999809265137
1826,5.113999843597412
1827,5.053999900817871
1828,5.050000190734863
1829,5.010000228881836
1830,5.056000232696533
1831,5.01800012588501
1832,4.980000019073486
1833,4.998000144958496
1834,4.998000144958496
1835,4.835999965667725
1836,5.190000057220459
1837,5.400000095367432
1838,5.429999828338623
1839,5.2779998779296875
1840,5.328000068664551
1841,5.302000045776367
1842,5.289999961853027
1843,5.289999961853027
1844,5.297999858856201
1845,5.079999923706055
1846,5.145999908447266
1847,5.329999923706055
1848,5.251999855041504
1849,5.248000144958496
1850,5.24399995803833
1851,5.170000076293945
1852,5.25
1853,5.400000095367432
1854,5.630000114440918
1855,7.093999862670898
1856,6.170000076293945
1857,6.28000020980835
1858,6.0879998207092285
1859,5.986000061035156
1860,6.320000171661377
1861,6.541999816894531
1862,6.320000171661377
1863,6.363999843597412
1864,6.395999908447266
1865,6.210000038146973
1866,6.050000190734863
1867,6.1020002365112305
1868,6.0960001945495605
1869,6.369999885559082
1870,6.230000019073486
1871,6.242000102996826
1872,6.150000095367432
1873,6.119999885559082
1874,6.138000011444092
1875,6.059999942779541
1876,6.093999862670898
1877,6.007999897003174
1878,6.099999904632568
1879,6.130000114440918
1880,6.340000152587891
1881,6.334000110626221
1882,6.291999816894531
1883,6.303999900817871
1884,6.065999984741211
1885,6.070000171661377
1886,6.044000148773193
1887,6.139999866485596
1888,6.090000152587891
1889,6.044000148773193
1890,6.110000133514404
1891,6.22599983215332
1892,6.199999809265137
1893,6.1579999923706055
1894,6.1579999923706055
1895,6.203999996185303
1896,6.193999767303467
1897,6.26800012588501
1898,6.400000095367432
1899,6.208000183105469
1900,6.228000164031982
1901,6.21999979019165
1902,6.300000190734863
1903,6.361999988555908
1904,6.51800012588501
1905,6.644000053405762
1906,6.6479997634887695
1907,6.665999889373779
1908,6.8420000076293945
1909,6.863999843597412
1910,7.0279998779296875
1911,7.127999782562256
1912,7.245999813079834
1913,6.769999980926514
1914,6.868000030517578
1915,6.883999824523926
1916,6.892000198364258
1917,6.926000118255615
1918,6.811999797821045
1919,6.75
1920,6.789999961853027
1921,6.754000186920166
1922,6.855000019073486
1923,7.005000114440918
1924,6.925000190734863
1925,6.965000152587891
1926,6.889999866485596
1927,6.864999771118164
1928,6.860000133514404
1929,6.900000095367432
1930,6.869999885559082
1931,6.965000152587891
1932,6.96999979019165
1933,6.909999847412109
1934,6.889999866485596
1935,6.849999904632568
1936,6.835000038146973
1937,6.869999885559082
1938,6.864999771118164
1939,6.730000019073486
1940,6.71999979019165
1941,6.784999847412109
1942,6.735000133514404
1943,6.800000190734863
1944,6.855000019073486
1945,7.204999923706055
1946,7.429999828338623
1947,7.429999828338623
1948,7.349999904632568
1949,7.195000171661377
1950,7.195000171661377
1951,7.139999866485596
1952,7.135000228881836
1953,7.045000076293945
1954,7.0
1955,6.900000095367432
1956,6.949999809265137
1957,6.900000095367432
1958,6.880000114440918
1959,6.764999866485596
1960,6.929999828338623
1961,6.869999885559082
1962,6.815000057220459
1963,6.889999866485596
1964,6.980000019073486
1965,7.039999961853027
1966,7.034999847412109
1967,6.929999828338623
1968,6.929999828338623
1969,6.820000171661377
1970,6.949999809265137
1971,6.960000038146973
1972,6.909999847412109
1973,7.059999942779541
1974,7.0
1975,6.900000095367432
1976,6.804999828338623
1977,6.909999847412109
1978,6.945000171661377
1979,6.945000171661377
1980,6.940000057220459
1981,6.945000171661377
1982,6.949999809265137
1983,6.860000133514404
1984,6.869999885559082
1985,6.860000133514404
1986,6.869999885559082
1987,6.864999771118164
1988,7.15500020980835
1989,7.170000076293945
1990,7.300000190734863
1991,7.295000076293945
1992,7.130000114440918
1993,7.099999904632568
1994,7.059999942779541
1995,7.215000152587891
1996,7.170000076293945
1997,7.184999942779541
1998,7.119999885559082
1999,7.400000095367432
2000,8.300000190734863
2001,7.795000076293945
2002,7.744999885559082
2003,8.220000267028809
2004,8.574999809265137
2005,9.449999809265137
2006,9.600000381469727
2007,8.875
2008,9.145000457763672
2009,9.145000457763672
2010,8.699999809265137
2011,11.385000228881836
2012,10.9350004196167
2013,12.90999984741211
2014,15.800000190734863
2015,15.484999656677246
2016,14.404999732971191
2017,12.454999923706055
2018,13.039999961853027
2019,13.640000343322754
2020,13.640000343322754
2021,12.484999656677246
2022,12.8100004196167
2023,12.890000343322754
2024,13.300000190734863
2025,13.045000076293945
2026,13.279999732971191
2027,13.994999885559082
2028,14.100000381469727
2029,14.649999618530273
2030,14.770000457763672
2031,16.15999984741211
2032,16.094999313354492
2033,15.510000228881836
2034,15.345000267028809
2035,15.039999961853027
2036,15.649999618530273
2037,16.040000915527344
2038,15.755000114440918
2039,15.449999809265137
2040,14.994999885559082
2041,15.175000190734863
2042,15.015000343322754
2043,14.949999809265137
2044,14.699999809265137
2045,14.555000305175781
2046,14.59000015258789
2047,14.045000076293945
2048,13.699999809265137
2049,13.074999809265137
2050,12.699999809265137
2051,14.404999732971191
2052,13.765000343322754
2053,13.725000381469727
2054,13.289999961853027
2055,13.1899995803833
2056,13.225000381469727
2057,13.225000381469727
2058,12.850000381469727
2059,12.994999885559082
2060,12.954999923706055
2061,12.904999732971191
2062,12.96500015258789
2063,12.949999809265137
2064,12.824999809265137
2065,11.819999694824219
2066,12.024999618530273
2067,12.3149995803833
2068,12.319999694824219
2069,11.994999885559082
2070,11.880000114440918
2071,11.819999694824219
2072,11.824999809265137
2073,11.824999809265137
2074,11.760000228881836
2075,11.699999809265137
2076,11.699999809265137
2077,11.640000343322754
2078,11.25
2079,11.390000343322754
2080,11.164999961853027
2081,10.364999771118164
2082,9.699999809265137
2083,10.59000015258789
2084,10.375
2085,10.375
2086,10.329999923706055
2087,10.994999885559082
2088,11.395000457763672
2089,11.149999618530273
2090,11.585000038146973
2091,11.220000267028809
2092,11.220000267028809
2093,11.335000038146973
2094,11.569999694824219
2095,11.854999542236328
2096,12.069999694824219
2097,11.875
2098,12.460000038146973
2099,13.614999771118164
2100,14.899999618530273
2101,13.65999984741211
2102,13.25
2103,12.390000343322754
2104,12.390000343322754
2105,11.350000381469727
2106,12.0600004196167
2107,11.65999984741211
2108,11.395000457763672
2109,11.039999961853027
2110,11.5
2111,11.520000457763672
2112,11.5
2113,11.5
2114,11.399999618530273
2115,11.630000114440918
2116,11.25
2117,11.399999618530273
2118,11.319999694824219
2119,11.529999732971191
2120,12.350000381469727
2121,12.154999732971191
2122,12.194999694824219
2123,11.765000343322754
2124,11.944999694824219
2125,12.244999885559082
2126,11.619999885559082
2127,11.460000038146973
2128,9.78499984741211
2129,10.220000267028809
2130,10.220000267028809
2131,7.150000095367432
2132,7.150000095367432
2133,7.150000095367432
2134,9.194999694824219
2135,9.920000076293945
2136,9.9399995803833
2137,10.069999694824219
2138,10.210000038146973
2139,10.135000228881836
2140,9.875
2141,9.550000190734863
2142,13.354999542236328
2143,13.354999542236328
2144,13.029999732971191
2145,12.78499984741211
2146,12.774999618530273
2147,12.84000015258789
2148,12.475000381469727
2149,12.484999656677246
2150,12.170000076293945
2151,11.835000038146973
2152,11.614999771118164
2153,11.154999732971191
2154,11.154999732971191
2155,11.380000114440918
2156,11.454999923706055
2157,11.364999771118164
2158,11.289999961853027
2159,10.680000305175781
2160,10.824999809265137
2161,10.640000343322754
2162,11.074999809265137
2163,10.699999809265137
2164,10.789999961853027
2165,10.824999809265137
2166,10.895000457763672
2167,10.805000305175781
2168,10.734999656677246
2169,10.734999656677246
2170,10.734999656677246
2171,10.734999656677246
2172,10.205
2173,10.305
2174,10.18
2175,10.2
2176,10.145
2177,10.07
2178,9.8
2179,10.52
2180,10.185
2181,10.035
2182,10.32
2183,10.38
2184,10.37
2185,10.365
2186,10.285
2187,10.265
2188,10.2
2189,10.16
2190,10.195
2191,10.225
2192,10.22
2193,10.3
2194,10.25
2195,10.36
2196,10.21
2197,10.04
2198,10.18
2199,10.02
2200,10.06
2201,10.06
2202,10.04
2203,10.02
2204,10.105
2205,9.9
2206,9.785
2207,9.7
2208,9.75
2209,9.755
2210,9.73
2211,9.325
2212,9.27
2213,9.015
2214,9.07
2215,9.23
2216,9.18
2217,9.12
2218,9.12
2219,9.3
2220,9.165
2221,9.105
2222,8.97
2223,8.68
2224,8.76
2225,9.47
2226,9.25
2227,9.47
2228,9.325
2229,9.43
2230,9.46
2231,9.61
2232,10.02
2233,9.885
2234,9.82
2235,10.2
2236,10.25
2237,10.05
2238,10.16
2239,10.1
2240,10.235
2241,10.885
2242,11.005
2243,10.82
2244,11.095
2245,10.675
2246,10.795
2247,10.86
2248,10.745
2249,10.86
2250,11.0
2251,11.285
2252,11.145
2253,10.885
2254,10.875
2255,9.75
2256,10.825
2257,10.49
2258,9.45
2259,8.0
2260,7.805
2261,8.09
2262,7.865
2263,7.75
2264,8.395
2265,8.65
2266,8.37
2267,8.515
2268,7.84
2269,8.1
2270,8.385
2271,8.565
2272,8.575
2273,8.505
2274,8.695
2275,8.67
2276,8.38
2277,8.55
2278,8.555
2279,8.645
2280,8.685
2281,8.735
2282,9.195
2283,9.045
2284,9.01
2285,9.375
2286,9.19
2287,9.15
2288,9.295
2289,9.2
2290,9.205
2291,9.225
2292,9.095
2293,9.14
2294,9.23
2295,9.22
2296,9.235
2297,9.235
2298,9.21
2299,9.25
2300,9.23
2301,9.165
2302,9.135
2303,9.155
2304,9.25
2305,9.355
2306,9.33
2307,9.34
2308,9.4
2309,9.28
2310,9.23
2311,9.185
2312,9.11
2313,9.17
2314,9.3
2315,9.195
2316,9.05
2317,9.095
2318,9.055
2319,9.16
2320,9.285
2321,9.185
2322,9.29
2323,9.26
2324,9.21
2325,12.895
2326,10.61
2327,10.1
2328,10.45
2329,10.485
2330,10.645
2331,10.555
2332,10.455
2333,10.67
2334,10.705
2335,10.88
2336,11.0
2337,11.1
2338,10.815
2339,10.995
2340,10.775
2341,10.72
2342,10.925
2343,10.9
2344,10.905
2345,11.17
2346,11.3
2347,11.615
2348,11.87
2349,11.72
2350,11.7
2351,11.63
2352,11.965
2353,11.865
2354,23.445
2355,16.65
2356,14.55
2357,16.055
2358,15.03
2359,14.32
2360,14.555
2361,15.395
2362,14.74
2363,15.4
2364,15.5
2365,15.695
2366,15.87
2367,17.27
2368,18.695
2369,17.41
2370,21.735
2371,23.16
2372,22.09
2373,22.205
2374,21.615
2375,21.46
2376,21.08
2377,21.275
2378,21.585
2379,21.29
2380,21.085
2381,21.45
2382,25.14
2383,25.44
2384,24.615
2385,25.405
2386,25.465
2387,27.94
2388,28.14
2389,26.99
2390,28.7
2391,28.39
2392,28.2
2393,29.12
2394,29.1
2395,29.23
2396,28.885
2397,29.05
2398,28.955
2399,29.135
2400,29.405
2401,29.285
2402,28.72
2403,28.455
2404,27.755
2405,27.92
2406,27.76
2407,27.39
2408,26.515
2409,25.75
2410,23.275
2411,22.84
2412,23.5
2413,23.42
2414,23.085
2415,23.85
2416,26.01
2417,25.335
2418,26.325
2419,26.115
2420,26.77
2421,26.06
2422,25.24
2423,24.53
2424,24.23
2425,24.085
2426,23.6
2427,24.535
2428,24.7
2429,24.4
2430,24.57
2431,24.36
2432,24.03
2433,23.85
2434,23.78
2435,25.025
2436,24.455
2437,24.125
2438,24.465
2439,24.7
2440,24.465
2441,24.55
2442,24.425
2443,25.11
2444,25.585
2445,25.265
2446,24.64
2447,24.365
2448,24.45
2449,24.65
2450,24.53
2451,24.325
2452,24.36
2453,24.13
2454,24.58
2455,24.405
2456,24.205
2457,24.325
2458,24.33
2459,24.745
2460,24.595
2461,24.92
2462,24.965
2463,26.35
2464,26.0
2465,29.285
2466,28.555
2467,29.18
2468,28.995
2469,28.6
2470,29.91
2471,30.14
2472,30.8
2473,30.585
2474,31.36
2475,31.4
2476,30.18
2477,30.85
2478,30.255
2479,31.5
2480,33.0
2481,32.81
2482,31.55
2483,32.845
2484,30.985
2485,32.15
2486,32.91
2487,33.25
2488,32.655
2489,31.995
2490,31.995
2491,32.93
2492,33.96
2493,33.53
2494,33.62
2495,35.555
2496,35.3
2497,35.5
2498,36.3
2499,35.63
2500,38.0
2501,37.305
2502,39.29
2503,38.68
2504,37.855
2505,32.3
2506,36.65
2507,36.8
2508,35.575
2509,34.2
2510,31.335
2511,32.15
2512,33.1
2513,32.71
2514,32.925
2515,33.545
2516,33.1
2517,32.785
2518,32.035
2519,32.405
2520,32.06
2521,31.8
2522,32.85
2523,33.045
2524,32.44
2525,31.99
2526,31.955
2527,31.945
2528,32.3
2529,32.45
2530,32.44
2531,32.215
2532,32.06
2533,32.095
2534,32.2
2535,32.93
2536,32.265
2537,32.32
2538,32.21
2539,32.325
2540,32.225
2541,31.985
2542,33.685
2543,33.29
2544,33.3
2545,32.74
2546,32.25
2547,31.055
2548,26.76
2549,29.595
2550,29.29
2551,29.39
2552,29.065
2553,28.375
2554,28.79
2555,28.15
2556,27.9
2557,26.715
2558,27.33
2559,27.48
2560,26.805
2561,25.95
2562,23.505
2563,23.0
2564,22.75
2565,22.9
2566,22.775
2567,22.3
2568,22.485
2569,22.515
2570,22.215
2571,23.5
2572,24.765
2573,25.18
2574,25.695
2575,25.06
2576,25.505
2577,26.035
2578,31.395
2579,30.265
2580,28.65
2581,28.255
2582,28.96
2583,30.16
2584,29.58
2585,30.4
2586,30.93
2587,30.54
2588,30.615
2589,30.5
2590,31.02
2591,30.615
2592,30.92
2593,30.87
2594,30.505
2595,30.735
2596,30.65
2597,30.695
2598,30.695
2599,30.44
2600,30.96
2601,31.24
2602,31.195
2603,30.745
2604,31.33
2605,31.53
2606,31.25
2607,31.575
2608,30.95
2609,30.26
2610,29.59
2611,29.91
2612,29.875
2613,29.725
2614,29.745
2615,28.995
2616,28.23
2617,26.79
2618,27.1
2619,28.485
2620,28.085
2621,27.8
2622,28.175
2623,28.0
2624,28.51
2625,28.55
2626,28.72
2627,28.32
2628,28.35
2629,27.9
2630,27.265
2631,26.885
2632,26.945
2633,27.2
2634,26.81
2635,26.835
2636,27.105
2637,27.025
2638,26.92
2639,27.215
2640,26.89
2641,26.81
2642,26.885
2643,28.12
2644,27.785
2645,28.19
2646,28.225
2647,28.795
2648,28.7
2649,28.26
2650,28.255
2651,28.07
2652,28.105
2653,28.18
2654,28.0
2655,28.335
2656,29.395
2657,28.9
2658,31.195
2659,29.615
2660,29.08
2661,28.625
2662,29.485
2663,28.935
2664,29.64
2665,29.25
2666,29.04
2667,29.035
2668,28.78
2669,29.17
2670,28.925
2671,28.855
2672,28.595
2673,28.54
2674,28.3
2675,27.635
2676,27.67
2677,27.07
2678,26.6
2679,27.395
2680,27.585
2681,26.75
2682,25.47
2683,25.82
2684,25.86
2685,25.76
2686,24.06
2687,22.6
2688,23.535
2689,23.965
2690,24.065
2691,25.25
2692,25.285
2693,25.4
2694,24.925
2695,25.135
2696,25.205
2697,25.3
2698,23.5
2699,23.995
2700,23.965
2701,23.81
2702,23.32
2703,23.51
2704,23.48
2705,23.18
2706,23.325
2707,23.83
2708,23.355
2709,22.905
2710,22.555
2711,22.405
2712,21.175
2713,18.8
2714,20.15
